league_name,team_name,flag,name,age,position,tall,weight,full_time,half_time,minsPlayed,goals,asistsTotal,yellowCards,redCards,shotsPerGame_x,passSuccess_x,manOfTheMatch,aerialWonPerGame,rating,tacklePerGame,interceptionPerGame,foulsPerGame,offsideWonPerGame,clearancePerGame,wasDribbledPerGame,outfielderBlockPerGame,goalOwn,shotsPerGame_y,keyPassPerGame,dribbleWonPerGame,foulGivenPerGame,offsideGivenPerGame,dispossessedPerGame,turnoverPerGame,totalPassesPerGame,passSuccess_y,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame
LaLiga,Real Valladolid,es,Toni Villa,24, AM(L),172,63,8,2,622,0,1,2,0,0.6,73.4,1,0.4,6.61,1.5,0.5,0.7,0,0.1,1.4,0.1,0,0.6,0.5,1.7,1.6,0.2,1.4,2.2,17.7,73.4,0.2,0.9,0
LaLiga,Real Valladolid,es,Fede San Emeterio,22, M(C),174,68,7,0,624,0,0,1,0,0,87.9,0,1.4,6.59,1.3,1.6,1.4,0.1,1,0.9,0.4,0,0,0.1,0.3,1.6,0,0.4,0.6,37.7,87.9,0,3.3,0
LaLiga,Real Valladolid,es,Rubén Alcaraz,28, DMC,183,81,4,4,450,0,1,5,0,1.1,80.7,0,1,6.56,2.6,0.6,1,0,0.6,0.8,0.5,0,1.1,0.8,0.5,2.3,0,0.3,0.6,30.4,80.7,0.3,3.4,0
LaLiga,Real Valladolid,tr,Enes Ünal,22, FW,187,78,7,7,825,1,1,1,0,1.2,65,0,2.5,6.54,0.3,0.1,1.1,0,0.2,0.6,0.1,0,1.2,0.6,0.9,1.9,0.3,1.2,1.9,15.5,65,0.1,0.5,0.1
LaLiga,Real Valladolid,es,Sandro Ramírez,24," AM(LR),FW",175,71,9,3,688,1,0,2,0,1.7,72.2,0,0.6,6.49,0.8,0.3,1,0,0,0.8,0.1,0,1.7,0.5,0.8,1.8,0.3,0.8,2,12.6,72.2,0.3,0.5,0.1
LaLiga,Real Valladolid,es,Jordi Masip,30, GK,180,76,17,0,1530,0,0,2,0,0,48.8,1,0.1,6.48,0.1,0,0,0,0.3,0.1,0,0,0,0.1,0,0,0,0,0.1,28.1,48.8,0,8.8,0
LaLiga,Real Valladolid,es,Sergi Guardiola,28, FW,184,78,17,0,1441,3,0,3,0,1.8,68.4,1,1.3,6.47,0.3,0.3,1.6,0,0.4,0.6,0,0,1.8,0.4,1.2,1.8,0.5,1.2,2.8,19.4,68.4,0,0.6,0.1
LaLiga,Real Valladolid,es,Pablo Hervías,26, M(R),174,67,3,5,306,1,0,0,0,1.4,80.4,0,0.6,6.47,0.3,0.1,0.4,0,0,0.5,0,0,1.4,0.5,1,0.9,0.1,0.9,0.3,12.8,80.4,0.4,0.1,0
LaLiga,Real Valladolid,it,Federico Barba,26, D(CL),185,77,5,0,450,0,0,3,0,0.2,65.1,0,1.4,6.34,2.4,1.6,1.6,0.2,2,0.4,0.4,0,0.2,0.2,0.4,1,0,0,1.6,35,65.1,0.2,1.2,0
LaLiga,Real Valladolid,es,Waldo Rubio,24, M(L),181,80,4,6,425,0,1,3,0,0.9,62.7,0,0.3,6.25,0.3,0.3,0.7,0,0.4,1.3,0,0,0.9,0.7,1,0.3,0.2,0.6,0.8,13.4,62.7,0.2,0.6,0
LaLiga,Real Valladolid,es,Pedro Porro,20," D(R),M(R)",176,71,6,5,630,0,0,1,0,0,65.4,0,0.5,6.25,1.4,0.5,0.3,0.1,1.3,0.7,0,0,0,0.4,0.9,0.8,0,0.6,1,19.2,65.4,0.4,1.7,0
LaLiga,Real Valladolid,es,Jorge De Frutos,22, Forward,173,72,0,3,56,0,0,0,0,0.3,86.7,0,0,6.17,0.7,0,0.7,0,0,0.3,0,0,0.3,0.3,0.3,0,0,1.3,1,5,86.7,0.3,0,0
LaLiga,Real Valladolid,es,Antoñito,31," D(R),M(R)",175,67,2,2,159,0,0,1,0,0,75,0,0.3,6.17,0,0.8,0.5,0,0,0.5,0,0,0,0.5,0,0.8,0.3,0.3,0.5,9,75,0,0,0.3
LaLiga,Real Valladolid,es,Anuar Mohamed,24, AM(C),173,69,1,9,170,0,0,1,0,0.1,86,0,0.3,6.10,0.4,0.5,0.3,0,0,0.3,0.3,0,0.1,0,0.1,0.5,0,0.2,0.4,10,86,0,0.2,0
LaLiga,Real Valladolid,,Miguel De la Fuente,20, Forward,180,77,0,1,1,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LaLiga,Eibar,cl,Fabián Orellana,33, AM(CLR),170,64,16,0,1371,4,4,5,1,1.7,76.2,2,0.7,6.98,1.2,0.6,0.8,0,0.1,1.4,0,0,1.7,2.1,2.6,1.8,0.3,3.9,3,31.2,76.2,1.8,1.2,0.1
LaLiga,Eibar,ar,Esteban Burgos,27, D(C),190,80,0,1,69,0,0,0,0,0,63.2,0,5,6.77,0,1,0,2,4,0,0,0,0,0,0,1,0,0,0,19,63.2,0,1,0
LaLiga,Eibar,es,Cote,30, D(L),182,74,11,0,937,1,1,1,0,1,71.2,2,1.3,6.77,1.8,1.1,0.7,0.2,1.8,0.5,0.4,0,1,1.4,0.4,0.5,0,0.4,1,39.1,71.2,2,2.9,0
LaLiga,Eibar,ar,Gonzalo Escalante,26, DMC,182,76,12,3,1117,0,0,2,1,0.8,71.1,0,3.4,6.67,2.3,1.3,1.1,0,0.7,0.9,0.1,0,0.8,0.4,0.7,1.4,0.1,0.5,0.9,29.1,71.1,0.1,1.4,0
LaLiga,Eibar,es,Álvaro Tejero,23, D(R),174,69,7,2,676,0,0,3,0,0.1,74.3,1,1.1,6.66,1.8,1.2,1,0.7,1,0.4,0.4,0,0.1,1,0.1,1.2,0.1,0.1,0.9,29.8,74.3,1.4,2.4,0
LaLiga,Eibar,es,Anaitz Arbilla,32, D(CLR),178,76,14,0,1257,1,0,5,0,0.8,75.4,0,2.7,6.66,0.9,1.3,1,1.2,3.8,0.9,0.1,0,0.8,0.2,0.5,0.5,0,0.2,0.6,47.6,75.4,0.1,7,0
LaLiga,Eibar,pt,Paulo Oliveira,27, D(C),187,81,13,2,1231,1,0,4,0,0.5,69,0,2.9,6.63,1.3,1.4,0.5,0.7,3.3,0.3,0.6,1,0.5,0.1,0.1,0.5,0,0,0.2,32.7,69,0.1,3.9,0
LaLiga,Eibar,es,Edu Expósito,23, DMC,178,68,8,8,836,1,0,3,0,0.5,88.9,1,0.6,6.56,1.1,0.9,0.6,0.1,0.6,0.6,0.1,0,0.5,0.5,0.6,0.4,0,0.4,0.6,20.2,88.9,0.1,1.6,0.1
LaLiga,Eibar,sn,Pape Diop,33, M(C),180,77,14,0,1218,1,0,5,0,1.1,74.6,0,2.6,6.52,1,1.1,2,0,1.1,1.1,0.1,0,1.1,0.6,0.1,1.3,0,0.6,1,31.5,74.6,0.1,2.4,0.1
LaLiga,Eibar,ar,Pablo De Blasis,31," D(R),M(CLR)",165,65,9,4,880,0,2,0,0,0.3,69.4,0,0.5,6.51,1.9,1.2,0.8,0.2,0.7,1.6,0,0,0.3,0.5,0.7,0.5,0,0.3,0.8,32.5,69.4,0.9,3.4,0
LaLiga,Eibar,es,Kike García,30, FW,186,79,10,4,960,2,0,2,0,2.3,64.9,0,4.5,6.50,0.5,0.1,2.2,0,0.4,0.4,0,0,2.3,0.6,0.2,0.9,0.4,1.6,2.5,20.1,64.9,0.1,0.3,0
LaLiga,Eibar,jp,Takashi Inui,31, AM(CLR),169,59,11,1,917,0,2,2,0,1.7,81.9,1,0.4,6.48,1.1,0.8,1.4,0,0.5,1.1,0.3,0,1.7,0.9,0.8,0.8,0.3,1.3,2.1,19.8,81.9,0.2,0.3,0
LaLiga,Eibar,es,Pedro León,33, M(LR),183,70,10,5,858,1,0,1,0,1.1,64.3,0,0.7,6.40,0.8,0.4,0.5,0,0.3,0.2,0,0,1.1,1.2,0.4,0.4,0.2,1.1,1.6,16.1,64.3,1.3,0.5,0
LaLiga,Eibar,es,Rober Correa,27, D(R),180,71,3,1,257,0,0,0,0,0.3,70.5,0,2.3,6.39,1.3,0,0.8,1.5,2.3,0.3,0.3,0,0.3,0,0,1,0,0,0.5,26.3,70.5,0.3,1.3,0
LaLiga,Eibar,rs,Marko Dmitrovic,27, GK,194,94,17,0,1530,0,0,3,0,0,44.4,0,0.4,6.33,0.1,0.1,0.1,0,0.8,0.1,0,0,0,0,0,0.1,0,0,0.1,27.7,44.4,0,8.5,0
LaLiga,Eibar,es,Iván Ramis,35, D(C),188,82,6,1,459,1,0,1,0,0.6,78.4,1,3,6.32,0.4,0.6,0.6,1.1,3.3,0.4,0,0,0.6,0.1,0.4,0.7,0,0.1,0.4,31.7,78.4,0,2.7,0
LaLiga,Eibar,es,Pedro Bigas,29, D(CL),181,83,4,1,256,0,0,1,0,0.2,68.6,0,1.4,6.32,1.2,0.8,0,0.4,1.4,0.6,0.2,0,0.2,0.4,0,0.4,0,0,0.4,20.4,68.6,0.4,3,0
LaLiga,Eibar,es,Quique González,29, Forward,177,78,3,4,317,0,0,0,0,0.9,68.1,0,2.7,6.31,0.1,0,1,0,0.1,0,0,0,0.9,0.3,0.4,1.4,0.3,0.6,1.4,10.3,68.1,0.1,0.1,0
LaLiga,Eibar,es,Sergi Enrich,29, FW,181,77,8,3,686,0,0,1,0,0.5,72.2,0,3.7,6.29,0.6,0.2,1.9,0.1,0.5,0.8,0.1,0,0.5,0.2,0.3,0.9,0.3,1.5,1.6,17,72.2,0,0.4,0.1
LaLiga,Eibar,br,Charles,35, FW,179,76,6,8,573,2,0,3,0,0.6,62.8,0,2.3,6.29,0.1,0,1.3,0,0.2,0.3,0,0,0.6,0.4,0.1,0.8,0.3,0.4,0.9,11.1,62.8,0.1,0.1,0
LaLiga,Eibar,es,Sergio Álvarez,27," D(C),M(C)",183,74,5,2,431,0,0,4,0,0.1,67.6,0,1.3,6.12,1,1,1.1,0.7,1.4,0.9,0,0,0.1,0,0.1,0.9,0,0,0.3,24.7,67.6,0,2.7,0
LaLiga,Mallorca,hr,Ante Budimir,28, FW,190,75,17,0,1384,6,0,4,0,1.5,64.5,2,4.4,6.87,1.1,0.1,2.4,0,1,0.5,0.2,0,1.5,0.1,0.5,2.2,0.6,1.1,2.8,16.4,64.5,0.1,0.1,0
LaLiga,Mallorca,,Fran Gámez,28, D(L),174,71,9,0,810,0,1,0,0,0.6,74.7,1,0.4,6.84,3.3,1.8,0.6,0.1,2,2,0.8,0,0.6,0.7,0.3,0.3,0.1,0.4,1.4,32.6,74.7,0.7,2.4,0
LaLiga,Mallorca,es,Manolo Reina,34, GK,186,81,16,0,1440,0,0,1,0,0,57.6,1,0.2,6.82,0,0.2,0,0,0.4,0.1,0,0,0,0,0,0.3,0,0,0,28.4,57.6,0,7.3,0
LaLiga,Mallorca,es,Dani Rodríguez,31, AM(R),178,71,16,1,1333,3,0,2,0,1.5,81.5,1,0.8,6.63,1.7,0.9,1.5,0,0.6,1.1,0,0,1.5,0.7,0.8,1.4,0.2,0.9,2.1,24.5,81.5,0.2,1.4,0
LaLiga,Mallorca,gh,Iddrisu Baba,23, DMC,185,73,16,0,1328,0,0,4,0,0.3,80,0,2.5,6.59,1.8,1.3,1.4,0.1,1.3,1.6,0.3,1,0.3,0.3,1.3,1.7,0.1,1.1,1.1,36.3,80,0,1.9,0
LaLiga,Mallorca,,Aleix Febas,23, AM(C),171,61,15,1,1151,0,3,3,0,0.4,82,0,0.2,6.57,1.1,0.5,0.8,0,0.2,1.1,0,0,0.4,1.3,1.6,1.8,0,1.5,2.2,25,82,0,0.5,0.2
LaLiga,Mallorca,ci,Lago Junior,28, AM(L),180,79,13,2,1134,4,0,2,0,1.3,78.3,0,1.2,6.54,1,0.3,1.6,0.1,0.8,0.5,0.2,0,1.3,0.7,1.1,1.5,0.3,1.6,2.7,22.4,78.3,0.3,0.5,0
LaLiga,Mallorca,jp,Takefusa Kubo,18, Midfielder,173,67,8,6,866,1,1,1,0,1.2,65.6,1,0.4,6.54,1.1,0.6,1.2,0,0.1,0.9,0,0,1.2,0.6,1.2,1.7,0.1,1.5,1.4,15.1,65.6,0.2,0.1,0.1
LaLiga,Mallorca,es,Salva Sevilla,35, M(CL),178,71,16,0,1278,3,1,5,0,0.9,88.1,0,0.2,6.49,0.6,0.3,1.1,0,0.7,0.7,0.1,0,0.9,1.8,0.2,0.4,0.1,0.7,0.8,50.5,88.1,0.9,2.9,0.1
LaLiga,Mallorca,,Juan Hernández,20, FW,176,73,0,2,76,0,1,1,0,1.5,63.6,0,2,6.44,1,0.5,1.5,0,0,0.5,0,0,1.5,1,0.5,2,0,0,2,5.5,63.6,0.5,0,0
LaLiga,Mallorca,sk,Martin Valjent,24, D(C),187,70,17,0,1530,0,0,2,0,0.5,83.1,0,1.4,6.41,0.8,0.9,0.5,0.3,4.8,0.3,0.4,0,0.5,0.1,0.2,0.3,0,0.2,0.3,30.6,83.1,0,2.1,0
LaLiga,Mallorca,es,Joan Sastre,22, D(R),174,75,14,0,1212,0,2,4,0,0.8,69.9,0,0.6,6.41,1.7,1.4,1.2,0,1.6,1.1,0.1,0,0.8,1,0.1,1.3,0,0.4,1.6,28.5,69.9,1,1.7,0
LaLiga,Mallorca,es,Antonio Raíllo,28, D(C),187,80,14,0,1227,0,0,1,1,0.6,85.2,0,1.7,6.33,1.1,0.6,0.8,0.6,3.8,0.3,0.9,0,0.6,0.1,0.1,0.1,0.1,0.1,0.2,35.7,85.2,0,2.8,0
LaLiga,Mallorca,es,Xisco Campos,37, Defender,180,77,3,3,299,0,0,1,0,0.3,71.3,0,1.7,6.32,1,1.3,1,0.2,2.3,0.3,0.7,0,0.3,0.2,0,0.5,0,0,0,21.5,71.3,0,2.3,0
LaLiga,Mallorca,gh,Lumor Agbenyenu,23," D(L),M(L)",175,70,9,2,922,0,0,1,1,0.6,73.9,0,1.1,6.29,1.4,0.7,0.9,0.1,2.6,1,0.1,0,0.6,0.5,0.8,0.5,0,0.5,1.6,30.3,73.9,0.3,0.8,0
LaLiga,Mallorca,fr,Yannis Salibur,28," AM(CLR),FW",177,76,0,2,52,0,0,0,0,0,75,0,0.5,6.26,0,0.5,1,0,0,0.5,0,0,0,0,1,1.5,0,0.5,0.5,12,75,0,0,0
LaLiga,Mallorca,gh,Abdul Rahman Baba,25," D(L),M(L)",180,72,2,0,109,0,0,1,0,0.5,62.9,0,0.5,6.24,1.5,0.5,0.5,0,1,0,0.5,0,0.5,0,0,0,0,0.5,1.5,17.5,62.9,0.5,1,0
LaLiga,Mallorca,mk,Aleksandar Trajkovski,27," AM(CL),FW",179,72,0,7,147,0,0,0,0,0.4,75.9,0,0,6.15,0.3,0.3,0.6,0,0.1,0.3,0,0,0.4,0.7,0.3,0.6,0,0.4,0.9,7.7,75.9,0.6,0.9,0
LaLiga,Mallorca,es,Álex Alegría,27, FW,190,82,0,6,103,0,0,0,0,0,65.6,0,1.7,6.11,0.2,0,0.8,0,0,0,0,0,0,0,0,0.7,0.2,0.2,0.3,5.3,65.6,0,0.2,0
LaLiga,Mallorca,ar,Pablo Chavarria,31," AM(R),FW",182,74,0,4,45,0,0,0,0,0.5,54.5,0,1.3,6.09,0,0,0.5,0,0,0.5,0,0,0.5,0.3,0,0,0,0,0.8,2.8,54.5,0,0,0
LaLiga,Mallorca,es,Abdón Prats,27, Forward,181,81,0,9,117,0,0,1,0,0.7,69.2,0,0.8,6.02,0.1,0,0.4,0,0.1,0,0,0,0.7,0,0,0.1,0,0.1,0.3,2.9,69.2,0,0.1,0
LaLiga,Mallorca,es,Marc Pedraza,32, Midfielder,184,82,1,1,74,0,0,0,0,0,73.7,0,0,6.01,0.5,1,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0,9.5,73.7,0,0,0
LaLiga,Mallorca,es,Josep Señé,28, AM(CR),186,79,0,3,60,0,0,0,0,0,95,0,0,5.98,0,0,0.3,0,0,0.7,0.3,0,0,0,0,0,0,0.3,0,13.3,95,0.3,0,0
LaLiga,Mallorca,es,Aridai Cabrera,31, Forward,172,64,0,2,35,0,0,0,0,0.5,77.8,0,0,5.96,0.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0.5,1,4.5,77.8,0,0,0
LaLiga,Mallorca,es,Fabri,31, GK,184,79,2,0,91,0,0,1,0,0,70.4,0,0,5.47,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,13.5,70.4,0,4,0
LaLiga,Celta Vigo,br,Rafinha,26, M(CLR),174,71,7,2,613,1,0,0,0,0.8,89.6,1,1,6.98,2,1,1,0,1.1,1,0.1,0,0.8,0.8,1.8,3,0,1.8,1.8,45.8,89.6,0,1.9,0.2
LaLiga,Celta Vigo,es,Denis Suárez,25, AM(CLR),176,69,15,1,1199,1,2,2,0,0.9,82,1,0.3,6.94,0.8,0.6,0.7,0,0.4,1.1,0.1,0,0.9,2.1,2.6,1.6,0,2.3,1.5,34.4,82,1.3,1.1,0
LaLiga,Celta Vigo,tr,Okay Yokuslu,25," D(C),DMC",190,79,6,0,464,0,0,1,0,0.3,81,1,4.3,6.82,1.5,1.2,1.2,0,2.8,0.5,0.2,0,0.3,0.2,0.7,0.2,0,1,0.7,51.7,81,0,1.7,0
LaLiga,Celta Vigo,es,Iago Aspas,32," AM(CR),FW",176,67,17,0,1528,6,0,3,0,2.6,79.3,1,0.7,6.81,0.8,0.5,0.7,0,0.1,0.6,0,0,2.6,1.1,1.3,1.9,0.6,1,2,32.4,79.3,0.1,1.1,0
LaLiga,Celta Vigo,mx,Néstor Araújo,28, D(C),188,87,15,1,1382,1,0,4,0,0.4,86.6,0,3.2,6.80,1.4,1.6,0.8,0.4,3.7,0.5,0.8,0,0.4,0.1,0,0.2,0,0.1,0.3,49.4,86.6,0,1.9,0
LaLiga,Celta Vigo,uy,Lucas Olaza,25, D(L),173,68,15,0,1348,1,2,3,0,0.5,81.2,0,0.9,6.72,1.7,0.9,0.7,0.2,1.7,0.4,0.2,0,0.5,1,0.3,0.5,0,0.4,0.4,46.4,81.2,1.1,1.6,0
LaLiga,Celta Vigo,es,Hugo Mallo,28," D(CR),M(R)",173,69,13,2,1110,0,1,4,0,0.2,79.9,1,1.6,6.66,2.5,0.9,0.8,0.2,2.6,1,0.2,0,0.2,0.4,0.1,1,0.2,0.2,1.1,41.1,79.9,0.5,2.6,0
LaLiga,Celta Vigo,es,Rubén Blanco,24, GK,188,70,15,0,1350,0,0,2,0,0,60.7,1,0.2,6.57,0,0,0,0,1.1,0,0,0,0,0,0,0.1,0,0,0,27.1,60.7,0,6.1,0
LaLiga,Celta Vigo,gh,Joseph Aidoo,24, D(C),180,80,16,0,1431,0,0,3,0,0.4,88.3,0,2.1,6.57,1.3,1.6,0.6,0.4,4.5,0.3,0.5,0,0.4,0,0.4,0.8,0,0.2,0.4,47.6,88.3,0,2.9,0
LaLiga,Celta Vigo,es,Kevin Vázquez,26, D(R),173,72,4,0,335,0,0,2,0,0,86.1,0,1,6.52,1,1.8,1,0,1,1,0,0,0,0.3,0.8,2.3,0,0.5,1,46.8,86.1,0.3,1.8,0
LaLiga,Celta Vigo,es,Santi Mina,24," AM(LR),FW",181,77,10,4,927,1,2,3,0,1.8,72.3,0,3.7,6.51,0.4,0.4,2,0.1,0.7,1.2,0.1,0,1.8,0.6,0.6,1.3,0.3,1.3,2.2,19.9,72.3,0.3,0.5,0.2
LaLiga,Celta Vigo,,Iker Losada Aragunde,18, Forward,175,0,0,2,11,1,0,0,0,0.5,77.8,0,0.5,6.48,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,4.5,77.8,0,0,0
LaLiga,Celta Vigo,dk,Pione Sisto,24, AM(LR),171,64,4,7,451,1,0,0,0,1.3,81.7,0,0.1,6.45,0.5,0.4,0.3,0,0.1,0.8,0,0,1.3,0.6,0.9,1.2,0.2,1.5,1.6,18.9,81.7,0.5,0.9,0
LaLiga,Celta Vigo,sk,Stanislav Lobotka,25, DMC,170,64,16,0,1301,0,0,1,0,0.4,89.4,0,0.8,6.41,1.1,0.5,0.6,0.1,0.4,0.9,0.1,0,0.4,0.4,0.7,1.3,0.1,0.8,0.6,45.4,89.4,0,2.2,0
LaLiga,Celta Vigo,es,Brais Méndez,22, AM(CR),187,76,9,7,862,0,1,1,0,1,76,0,1.4,6.41,0.9,0.4,1.2,0,0.9,1,0,0,1,0.3,0.9,1.4,0.2,0.7,1.5,24.2,76,0.2,1.1,0
LaLiga,Celta Vigo,es,Fran Beltrán,20, DMC,170,66,8,4,715,0,0,1,1,0.3,90,0,0.2,6.34,1.5,0.6,0.3,0,0.8,1,0.1,0,0.3,0.3,0.8,0.4,0,0.5,0.5,33.3,90,0,2.2,0
LaLiga,Celta Vigo,es,David Juncà,26, D(L),175,67,3,0,259,0,0,1,0,0,78.6,0,1,6.26,2,0.7,1.7,0,1,0.3,0.3,0,0,0,0.7,2.3,0.3,0,1,39,78.6,0.7,1.3,0
LaLiga,Celta Vigo,es,Sergio Álvarez,33, GK,180,75,3,0,181,0,0,2,0,0,68.8,0,0,6.18,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,16,68.8,0,2.7,0
LaLiga,Celta Vigo,uy,Gabriel Fernández,25, Forward,186,80,4,7,375,1,1,1,1,0.2,69.4,0,1.4,6.11,0.1,0.2,0.8,0.1,0.1,0.2,0.1,0,0.2,0.2,0.2,0.5,0.4,0.6,1,5.6,69.4,0,0.1,0
LaLiga,Celta Vigo,sn,Pape Cheikh,22, DMC,180,68,5,7,523,0,1,3,1,0.2,89.7,0,0.3,6.09,0.5,0.2,1.7,0,0.3,0.8,0,0,0.2,0.3,0.4,1.1,0,0.5,0.8,19.5,89.7,0,1,0
LaLiga,Celta Vigo,,Sergio Bermejo,22, Midfielder,170,0,0,1,4,0,0,0,0,0,100,0,0,6.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,100,0,0,0
LaLiga,Celta Vigo,es,David Costas,24, D(C),184,71,1,3,154,0,0,1,0,0.3,88.9,0,0.3,6.04,0.5,1,1,0.3,1,0.5,0.3,0,0.3,0,0,0,0,0.3,0,24.8,88.9,0,1.5,0
LaLiga,Celta Vigo,,Juan Hernández,25, Forward,186,75,0,1,1,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
LaLiga,Celta Vigo,es,Jorge Sáenz,23, Defender,192,75,2,1,132,0,0,1,1,0,86.2,0,0.7,5.91,1.7,0.7,0.7,0.3,1,0,0,0,0,0,0,0.3,0,0,0.3,29,86.2,0,3.3,0
LaLiga,Leganes,pt,Kévin Rodrigues,25, D(L),170,70,5,3,526,1,1,0,1,0.5,76.5,2,0.5,6.84,2.9,1.9,1.3,0.1,1.1,0.6,0.1,0,0.5,0.9,1.1,0.3,0,0.8,1.1,17,76.5,1.1,1,0
LaLiga,Leganes,ma,Youssef En-Nesyri,22, FW,189,73,13,3,1205,3,1,2,0,2.2,57.1,0,3.8,6.69,0.4,0.3,1.3,0,1.2,0.6,0.1,0,2.2,0.4,0.9,1.1,1,0.8,2.3,13.7,57.1,0.1,0.4,0
LaLiga,Leganes,es,Unai Bustinza,27, D(CR),175,74,15,1,1341,0,1,2,0,0.3,70.4,0,2.2,6.67,1.9,1.9,1.6,0.3,2.7,0.6,0.4,0,0.3,0.7,0.3,1.3,0.2,0.2,0.5,35.3,70.4,0.3,2.9,0
LaLiga,Leganes,es,Óscar Rodríguez,21, AM(CR),174,67,14,2,1075,4,0,2,1,1.8,71.7,2,0.6,6.64,0.7,0.6,0.9,0,0.2,1.1,0,0,1.8,0.8,1.4,1.4,0.1,0.6,1.9,23.4,71.7,0.7,0.9,0.1
LaLiga,Leganes,ve,Roberto Rosales,31," D(R),M(R)",174,73,8,1,725,0,1,5,0,0.2,64.8,1,0.9,6.63,2.3,0.9,1.8,0.1,1.8,0.6,0.2,0,0.2,1.4,0.4,0.6,0.1,0.1,1,27.1,64.8,1.1,1.7,0
LaLiga,Leganes,gr,Dimitrios Siovas,31, D(C),192,83,13,0,1029,0,0,3,0,0.6,74.4,0,3.2,6.63,2.2,1.7,1,0.3,3.6,0.5,0,0,0.6,0.1,0.2,0.3,0.2,0.1,0.7,33.1,74.4,0,3.2,0
LaLiga,Leganes,dk,Martin Braithwaite,28," AM(CLR),FW",177,73,14,3,1316,4,0,1,0,1.5,70.9,0,1.6,6.61,0.5,0.2,0.9,0.1,0.2,0.5,0.1,0,1.5,0.6,1.4,1.1,0.4,1.1,1.6,15.2,70.9,0,0.5,0
LaLiga,Leganes,es,Iván Cuéllar,35, GK,187,76,10,0,900,0,0,1,0,0,45.7,0,0.6,6.54,0,0,0,0,2.2,0.1,0,0,0,0,0,0.2,0,0,0,26.9,45.7,0,8.8,0
LaLiga,Leganes,ng,Chidozie Awaziem,22, D(CR),189,78,8,2,784,0,0,2,0,0.2,76.6,0,2,6.53,1.3,1.2,0.7,0.2,3.6,0.4,0.8,0,0.2,0.1,0.4,0.4,0.1,0.2,0.3,29,76.6,0,2.5,0
LaLiga,Leganes,ar,Guido Carrillo,28, FW,191,87,6,6,600,0,1,0,0,1.3,61.1,0,4.3,6.52,0.7,0,0.9,0,0.8,0.8,0.1,0,1.3,0.4,0.2,1.3,0.1,0.8,1.1,13.1,61.1,0,0.1,0
LaLiga,Leganes,ar,Jonathan Silva,25," D(L),M(L)",178,72,15,0,1350,0,0,6,0,0.6,72.7,0,1.4,6.51,2.2,0.9,1.5,0.2,1.9,0.8,0.1,1,0.6,1,0.3,1.1,0,0.6,0.9,31.5,72.7,1.7,1.3,0.1
LaLiga,Leganes,es,Roque Mesa,30, DMC,172,74,11,2,1004,0,2,5,0,0.8,84.4,0,0.3,6.50,1.2,0.4,1.5,0,0.2,1,0.1,0,0.8,1.3,0.9,1.7,0.1,1.4,2.2,28.5,84.4,0.9,1.6,0
LaLiga,Leganes,es,Recio,28, M(C),183,74,9,3,806,0,0,6,0,0.9,88.5,0,0.2,6.49,1.4,1.2,1.8,0,0.3,1.4,0.3,0,0.9,0.7,0.7,1.7,0.1,0.8,1,36.1,88.5,0.1,1.8,0
LaLiga,Leganes,es,Rubén Pérez,30, M(C),178,73,11,0,939,0,0,4,0,0.6,77,0,0.9,6.46,1.9,1.7,1.5,0.1,1.5,1.5,0.3,0,0.6,0.5,0.3,1.3,0,0.1,0.8,41.2,77,0,3.9,0
LaLiga,Leganes,es,Christian Rivera,22, M(C),191,87,3,1,302,0,0,3,0,0.3,83.9,0,1.5,6.39,1.5,1,1.5,0,1.3,0.5,0.8,0,0.3,0.3,0.5,1.3,0,0.8,0.8,29.5,83.9,0.3,2,0
LaLiga,Leganes,ng,Kenneth Omeruo,26, D(C),185,81,10,0,880,0,0,4,0,0.1,68.8,0,3,6.35,1.3,1.2,0.8,0.4,6,0.3,0.6,0,0.1,0,0,0.3,0,0,0.5,25.6,68.8,0,3.3,0
LaLiga,Leganes,es,José Arnáiz,24, Forward,175,70,2,8,292,0,0,1,0,0.9,81.9,0,0.1,6.26,0.3,0.1,0.6,0,0.1,0.3,0,0,0.9,0.6,1.2,0.6,0.1,0.8,1.2,7.2,81.9,0.3,0.1,0
LaLiga,Leganes,,Javier Avilés,22, Forward,181,0,0,1,12,0,0,0,0,0,66.7,0,0,6.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66.7,0,0,0
LaLiga,Leganes,es,Rodrigo Tarín,23, D(C),184,76,4,1,305,0,0,1,0,0.2,80.2,0,0.2,6.14,0.8,0.6,0.6,0.2,4.2,1,0,0,0.2,0,0,0.6,0,0,0,17.2,80.2,0,1,0
